Current (A)= 1.0E-5
Energy (V)= 8000.0
Mass (u)= 40.0
Emittance (m-rad)= 9.45E-7

    Z      	  a (m)    	   a'    	  b (m) 	   b'
8.67E-3	1.059297E-3	7.813357E-2	1.325449E-3	-7.442837E-2
8.68E-3	1.060078E-3	7.813406E-2	1.324705E-3	-7.442789E-2
8.69E-3	1.06086E-3	7.813455E-2	1.323961E-3	-7.44274E-2
8.7E-3	1.061641E-3	7.813504E-2	1.323217E-3	-7.442692E-2
8.71E-3	1.062422E-3	7.813552E-2	1.322472E-3	-7.442644E-2
8.72E-3	1.063204E-3	7.813601E-2	1.321728E-3	-7.442595E-2
8.73E-3	1.063985E-3	7.81365E-2	1.320984E-3	-7.442547E-2
8.74E-3	1.064767E-3	7.813698E-2	1.32024E-3	-7.442499E-2
8.75E-3	1.065548E-3	7.813747E-2	1.319495E-3	-7.44245E-2
8.76E-3	1.066329E-3	7.813796E-2	1.318751E-3	-7.442402E-2
8.77E-3	1.067111E-3	7.813844E-2	1.318007E-3	-7.442354E-2
8.7859E-3	1.068356E-3	7.855803E-2	1.316819E-3	-7.493952E-2
8.8018E-3	1.069609E-3	7.897811E-2	1.315624E-3	-7.545503E-2
8.8177E-3	1.070868E-3	7.939867E-2	1.31442E-3	-7.597007E-2
8.8336E-3	1.072134E-3	7.981974E-2	1.313208E-3	-7.648464E-2
8.8495E-3	1.073406E-3	8.02413E-2	1.311988E-3	-7.699873E-2
8.8654E-3	1.074685E-3	8.066336E-2	1.310759E-3	-7.751234E-2
8.8813E-3	1.075971E-3	8.108592E-2	1.309523E-3	-7.802546E-2
8.8972E-3	1.077264E-3	8.150899E-2	1.308278E-3	-7.85381E-2
8.9131E-3	1.078563E-3	8.193257E-2	1.307025E-3	-7.905025E-2
8.929E-3	1.079869E-3	8.235666E-2	1.305764E-3	-7.956191E-2
8.9449E-3	1.081182E-3	8.278126E-2	1.304495E-3	-8.007307E-2
8.9608E-3	1.082502E-3	8.320638E-2	1.303218E-3	-8.058373E-2
8.9767E-3	1.083828E-3	8.363202E-2	1.301933E-3	-8.109389E-2
8.9926E-3	1.085161E-3	8.405818E-2	1.300639E-3	-8.160354E-2
9.0085E-3	1.086501E-3	8.448487E-2	1.299338E-3	-8.211269E-2
9.0244E-3	1.087848E-3	8.491208E-2	1.298028E-3	-8.262132E-2
9.0403E-3	1.089201E-3	8.533982E-2	1.29671E-3	-8.312944E-2
9.0562E-3	1.090562E-3	8.576809E-2	1.295385E-3	-8.363703E-2
9.0721E-3	1.091929E-3	8.61969E-2	1.294051E-3	-8.414411E-2
9.088E-3	1.093303E-3	8.662624E-2	1.292709E-3	-8.465066E-2
9.1039E-3	1.094684E-3	8.705613E-2	1.291359E-3	-8.515669E-2
9.1198E-3	1.096071E-3	8.748655E-2	1.290001E-3	-8.566218E-2
9.1357E-3	1.097466E-3	8.791753E-2	1.288635E-3	-8.616714E-2
9.1516E-3	1.098867E-3	8.834905E-2	1.287261E-3	-8.667156E-2
9.1675E-3	1.100275E-3	8.878112E-2	1.285879E-3	-8.717544E-2
9.1834E-3	1.10169E-3	8.921375E-2	1.284489E-3	-8.767878E-2
9.1993E-3	1.103112E-3	8.964693E-2	1.28309E-3	-8.818157E-2
9.2152E-3	1.104541E-3	9.008067E-2	1.281684E-3	-8.868381E-2
9.2311E-3	1.105977E-3	9.051497E-2	1.28027E-3	-8.918549E-2
9.247E-3	1.107419E-3	9.094984E-2	1.278848E-3	-8.968662E-2
9.2629E-3	1.108869E-3	9.138528E-2	1.277418E-3	-9.018719E-2
9.2788E-3	1.110325E-3	9.182128E-2	1.27598E-3	-9.06872E-2
9.2947E-3	1.111789E-3	9.225786E-2	1.274534E-3	-9.118665E-2
9.3106E-3	1.113259E-3	9.269501E-2	1.273081E-3	-9.168552E-2
9.3265E-3	1.114737E-3	9.313274E-2	1.271619E-3	-9.218382E-2
9.3424E-3	1.116221E-3	9.357105E-2	1.270149E-3	-9.268155E-2
9.3583E-3	1.117712E-3	9.400995E-2	1.268672E-3	-9.31787E-2
9.3742E-3	1.11921E-3	9.444943E-2	1.267186E-3	-9.367527E-2
9.3901E-3	1.120716E-3	9.48895E-2	1.265693E-3	-9.417125E-2
9.406E-3	1.122228E-3	9.533016E-2	1.264191E-3	-9.466665E-2
9.4219E-3	1.123747E-3	9.577142E-2	1.262682E-3	-9.516146E-2
9.4378E-3	1.125273E-3	9.621328E-2	1.261165E-3	-9.565567E-2
9.4537E-3	1.126807E-3	9.665573E-2	1.25964E-3	-9.614929E-2
9.4696E-3	1.128347E-3	9.709879E-2	1.258108E-3	-9.66423E-2
9.4855E-3	1.129894E-3	9.754245E-2	1.256567E-3	-9.713472E-2
9.5014E-3	1.131449E-3	9.798672E-2	1.255019E-3	-9.762653E-2
9.5173E-3	1.13301E-3	9.84316E-2	1.253463E-3	-9.811772E-2
9.5332E-3	1.134579E-3	9.88771E-2	1.251899E-3	-9.860831E-2
9.5491E-3	1.136155E-3	9.932321E-2	1.250327E-3	-9.909828E-2
9.565E-3	1.137738E-3	9.976994E-2	1.248747E-3	-9.958764E-2
9.5809E-3	1.139327E-3	1.002173E-1	1.24716E-3	-1.000764E-1
9.5968E-3	1.140924E-3	1.006653E-1	1.245565E-3	-1.005645E-1
9.6127E-3	1.142529E-3	1.011139E-1	1.243962E-3	-1.01052E-1
9.6286E-3	1.14414E-3	1.015631E-1	1.242352E-3	-1.015388E-1
9.6445E-3	1.145758E-3	1.02013E-1	1.240733E-3	-1.02025E-1
9.6604E-3	1.147384E-3	1.024635E-1	1.239107E-3	-1.025106E-1
9.6763E-3	1.149017E-3	1.029146E-1	1.237473E-3	-1.029956E-1
9.6922E-3	1.150657E-3	1.033664E-1	1.235832E-3	-1.034799E-1
9.7081E-3	1.152304E-3	1.038189E-1	1.234183E-3	-1.039635E-1
9.724E-3	1.153958E-3	1.042719E-1	1.232526E-3	-1.044465E-1
9.7399E-3	1.15562E-3	1.047257E-1	1.230861E-3	-1.049289E-1
9.7558E-3	1.157288E-3	1.051801E-1	1.229189E-3	-1.054106E-1
9.7717E-3	1.158964E-3	1.056351E-1	1.227509E-3	-1.058916E-1
9.7876E-3	1.160648E-3	1.060908E-1	1.225822E-3	-1.06372E-1
9.8035E-3	1.162338E-3	1.065471E-1	1.224127E-3	-1.068517E-1
9.8194E-3	1.164036E-3	1.070042E-1	1.222424E-3	-1.073308E-1
9.8353E-3	1.165741E-3	1.074619E-1	1.220714E-3	-1.078092E-1
9.8512E-3	1.167453E-3	1.079202E-1	1.218996E-3	-1.082869E-1
9.8671E-3	1.169173E-3	1.083793E-1	1.21727E-3	-1.087639E-1
9.883E-3	1.170899E-3	1.08839E-1	1.215537E-3	-1.092403E-1
9.8989E-3	1.172634E-3	1.092994E-1	1.213796E-3	-1.097159E-1
9.9148E-3	1.174375E-3	1.097604E-1	1.212048E-3	-1.101909E-1
9.9307E-3	1.176124E-3	1.102222E-1	1.210292E-3	-1.106652E-1
9.9466E-3	1.17788E-3	1.106846E-1	1.208529E-3	-1.111388E-1
9.9625E-3	1.179644E-3	1.111478E-1	1.206758E-3	-1.116118E-1
9.9784E-3	1.181415E-3	1.116116E-1	1.20498E-3	-1.12084E-1
9.9943E-3	1.183193E-3	1.120761E-1	1.203194E-3	-1.125555E-1
1.00102E-2	1.184979E-3	1.125413E-1	1.2014E-3	-1.130263E-1
1.00261E-2	1.186772E-3	1.130072E-1	1.199599E-3	-1.134965E-1
1.0042E-2	1.188572E-3	1.134739E-1	1.197791E-3	-1.139659E-1
1.00579E-2	1.19038E-3	1.139412E-1	1.195975E-3	-1.144346E-1
1.00738E-2	1.192196E-3	1.144093E-1	1.194152E-3	-1.149026E-1
1.00897E-2	1.194019E-3	1.14878E-1	1.192321E-3	-1.153698E-1
1.01056E-2	1.195849E-3	1.153475E-1	1.190483E-3	-1.158364E-1
1.01215E-2	1.197687E-3	1.158177E-1	1.188638E-3	-1.163022E-1
1.01374E-2	1.199532E-3	1.162886E-1	1.186785E-3	-1.167673E-1
1.01533E-2	1.201385E-3	1.167602E-1	1.184925E-3	-1.172317E-1
1.01692E-2	1.203245E-3	1.172326E-1	1.183057E-3	-1.176953E-1
1.01851E-2	1.205113E-3	1.177057E-1	1.181182E-3	-1.181582E-1
1.0201E-2	1.206988E-3	1.181796E-1	1.1793E-3	-1.186204E-1
1.02169E-2	1.208871E-3	1.186541E-1	1.17741E-3	-1.190818E-1
1.02328E-2	1.210761E-3	1.191294E-1	1.175513E-3	-1.195425E-1
1.02487E-2	1.212659E-3	1.196055E-1	1.173608E-3	-1.200025E-1
1.02646E-2	1.214565E-3	1.200823E-1	1.171697E-3	-1.204617E-1
1.02805E-2	1.216478E-3	1.205598E-1	1.169778E-3	-1.209201E-1
1.02964E-2	1.218398E-3	1.210381E-1	1.167851E-3	-1.213778E-1
1.03123E-2	1.220327E-3	1.215172E-1	1.165918E-3	-1.218347E-1
1.03282E-2	1.222263E-3	1.21997E-1	1.163977E-3	-1.222909E-1
1.03441E-2	1.224206E-3	1.224776E-1	1.162029E-3	-1.227463E-1
1.036E-2	1.226157E-3	1.229589E-1	1.160074E-3	-1.23201E-1
1.037E-2	1.227387E-3	1.229594E-1	1.158842E-3	-1.232005E-1
1.038E-2	1.228617E-3	1.229599E-1	1.15761E-3	-1.232E-1
1.039E-2	1.229846E-3	1.229604E-1	1.156378E-3	-1.231995E-1
1.04E-2	1.231076E-3	1.229609E-1	1.155146E-3	-1.23199E-1
1.041E-2	1.232305E-3	1.229614E-1	1.153914E-3	-1.231985E-1
1.042E-2	1.233535E-3	1.229618E-1	1.152682E-3	-1.23198E-1
1.043E-2	1.234765E-3	1.229623E-1	1.15145E-3	-1.231976E-1
1.044E-2	1.235994E-3	1.229628E-1	1.150218E-3	-1.231971E-1
1.045E-2	1.237224E-3	1.229633E-1	1.148986E-3	-1.231966E-1
1.046E-2	1.238454E-3	1.229638E-1	1.147754E-3	-1.231961E-1
1.047E-2	1.239683E-3	1.229643E-1	1.146522E-3	-1.231956E-1
1.048E-2	1.240913E-3	1.229647E-1	1.14529E-3	-1.231951E-1
1.049E-2	1.242143E-3	1.229652E-1	1.144058E-3	-1.231946E-1
1.05E-2	1.243372E-3	1.229657E-1	1.142826E-3	-1.231942E-1
1.051E-2	1.244602E-3	1.229662E-1	1.141594E-3	-1.231937E-1
1.052E-2	1.245831E-3	1.229667E-1	1.140362E-3	-1.231932E-1
1.053E-2	1.247061E-3	1.229672E-1	1.13913E-3	-1.231927E-1
1.054E-2	1.248291E-3	1.229676E-1	1.137898E-3	-1.231922E-1
1.055E-2	1.249521E-3	1.229681E-1	1.136666E-3	-1.231917E-1
1.056E-2	1.25075E-3	1.229686E-1	1.135434E-3	-1.231912E-1
1.057E-2	1.25198E-3	1.229691E-1	1.134203E-3	-1.231908E-1
1.058E-2	1.25321E-3	1.229696E-1	1.132971E-3	-1.231903E-1
1.059E-2	1.254439E-3	1.229701E-1	1.131739E-3	-1.231898E-1
1.06E-2	1.255669E-3	1.229706E-1	1.130507E-3	-1.231893E-1
1.061E-2	1.256899E-3	1.22971E-1	1.129275E-3	-1.231888E-1
1.062E-2	1.258128E-3	1.229715E-1	1.128043E-3	-1.231883E-1
1.063E-2	1.259358E-3	1.22972E-1	1.126811E-3	-1.231878E-1
1.064E-2	1.260588E-3	1.229725E-1	1.125579E-3	-1.231874E-1
1.065E-2	1.261818E-3	1.22973E-1	1.124347E-3	-1.231869E-1
1.066E-2	1.263047E-3	1.229735E-1	1.123116E-3	-1.231864E-1
1.067E-2	1.264277E-3	1.229739E-1	1.121884E-3	-1.231859E-1
1.068E-2	1.265507E-3	1.229744E-1	1.120652E-3	-1.231854E-1
1.069E-2	1.266737E-3	1.229749E-1	1.11942E-3	-1.231849E-1
1.07E-2	1.267966E-3	1.229754E-1	1.118188E-3	-1.231844E-1
1.071E-2	1.269196E-3	1.229759E-1	1.116956E-3	-1.23184E-1
1.072E-2	1.270426E-3	1.229764E-1	1.115725E-3	-1.231835E-1
1.073E-2	1.271656E-3	1.229768E-1	1.114493E-3	-1.23183E-1
1.074E-2	1.272885E-3	1.229773E-1	1.113261E-3	-1.231825E-1
1.075E-2	1.274115E-3	1.229778E-1	1.112029E-3	-1.23182E-1
1.076E-2	1.275345E-3	1.229783E-1	1.110797E-3	-1.231815E-1
1.077E-2	1.276575E-3	1.229788E-1	1.109565E-3	-1.23181E-1
1.078E-2	1.277804E-3	1.229793E-1	1.108334E-3	-1.231806E-1
1.079E-2	1.279034E-3	1.229797E-1	1.107102E-3	-1.231801E-1
1.08E-2	1.280264E-3	1.229802E-1	1.10587E-3	-1.231796E-1
1.081E-2	1.281494E-3	1.229807E-1	1.104638E-3	-1.231791E-1
1.082E-2	1.282724E-3	1.229812E-1	1.103406E-3	-1.231786E-1
1.083E-2	1.283953E-3	1.229817E-1	1.102175E-3	-1.231781E-1
1.084E-2	1.285183E-3	1.229822E-1	1.100943E-3	-1.231776E-1
1.085E-2	1.286413E-3	1.229826E-1	1.099711E-3	-1.231772E-1
1.086E-2	1.287643E-3	1.229831E-1	1.098479E-3	-1.231767E-1
1.087E-2	1.288873E-3	1.229836E-1	1.097248E-3	-1.231762E-1
1.088E-2	1.290103E-3	1.229841E-1	1.096016E-3	-1.231757E-1
1.089E-2	1.291332E-3	1.229846E-1	1.094784E-3	-1.231752E-1
1.09E-2	1.292562E-3	1.229851E-1	1.093552E-3	-1.231747E-1
1.091E-2	1.293792E-3	1.229855E-1	1.092321E-3	-1.231742E-1
1.092E-2	1.295022E-3	1.22986E-1	1.091089E-3	-1.231738E-1
1.093E-2	1.296252E-3	1.229865E-1	1.089857E-3	-1.231733E-1
1.094E-2	1.297482E-3	1.22987E-1	1.088625E-3	-1.231728E-1
1.095E-2	1.298712E-3	1.229875E-1	1.087394E-3	-1.231723E-1
1.096E-2	1.299942E-3	1.22988E-1	1.086162E-3	-1.231718E-1
1.097E-2	1.301171E-3	1.229884E-1	1.08493E-3	-1.231713E-1
1.098E-2	1.302401E-3	1.229889E-1	1.083698E-3	-1.231708E-1
1.099E-2	1.303631E-3	1.229894E-1	1.082467E-3	-1.231704E-1
1.1E-2	1.304861E-3	1.229899E-1	1.081235E-3	-1.231699E-1
1.101E-2	1.306091E-3	1.229904E-1	1.080003E-3	-1.231694E-1
1.102E-2	1.307321E-3	1.229909E-1	1.078772E-3	-1.231689E-1
1.103E-2	1.308551E-3	1.229913E-1	1.07754E-3	-1.231684E-1
1.104E-2	1.309781E-3	1.229918E-1	1.076308E-3	-1.231679E-1
1.105E-2	1.311011E-3	1.229923E-1	1.075077E-3	-1.231674E-1
1.106E-2	1.312241E-3	1.229928E-1	1.073845E-3	-1.231669E-1
1.107E-2	1.31347E-3	1.229933E-1	1.072613E-3	-1.231665E-1
1.108E-2	1.3147E-3	1.229938E-1	1.071382E-3	-1.23166E-1
1.109E-2	1.31593E-3	1.229942E-1	1.07015E-3	-1.231655E-1
1.11E-2	1.31716E-3	1.229947E-1	1.068918E-3	-1.23165E-1
1.111E-2	1.31839E-3	1.229952E-1	1.067687E-3	-1.231645E-1
1.112E-2	1.31962E-3	1.229957E-1	1.066455E-3	-1.23164E-1
1.113E-2	1.32085E-3	1.229962E-1	1.065223E-3	-1.231635E-1
1.114E-2	1.32208E-3	1.229967E-1	1.063992E-3	-1.231631E-1
1.115E-2	1.32331E-3	1.229971E-1	1.06276E-3	-1.231626E-1
1.116E-2	1.32454E-3	1.229976E-1	1.061528E-3	-1.231621E-1
1.117E-2	1.32577E-3	1.229981E-1	1.060297E-3	-1.231616E-1
1.118E-2	1.327E-3	1.229986E-1	1.059065E-3	-1.231611E-1
1.119E-2	1.32823E-3	1.229991E-1	1.057834E-3	-1.231606E-1
1.12E-2	1.32946E-3	1.229996E-1	1.056602E-3	-1.231601E-1
1.121E-2	1.33069E-3	1.23E-1	1.05537E-3	-1.231596E-1
1.122E-2	1.33192E-3	1.230005E-1	1.054139E-3	-1.231592E-1
1.123E-2	1.33315E-3	1.23001E-1	1.052907E-3	-1.231587E-1
1.124E-2	1.33438E-3	1.230015E-1	1.051676E-3	-1.231582E-1
1.125E-2	1.33561E-3	1.23002E-1	1.050444E-3	-1.231577E-1
1.126E-2	1.33684E-3	1.230025E-1	1.049213E-3	-1.231572E-1
1.127E-2	1.33807E-3	1.230029E-1	1.047981E-3	-1.231567E-1
1.128E-2	1.3393E-3	1.230034E-1	1.046749E-3	-1.231562E-1
1.129E-2	1.34053E-3	1.230039E-1	1.045518E-3	-1.231558E-1
1.13E-2	1.34176E-3	1.230044E-1	1.044286E-3	-1.231553E-1
1.131E-2	1.34299E-3	1.230049E-1	1.043055E-3	-1.231548E-1
1.132E-2	1.34422E-3	1.230054E-1	1.041823E-3	-1.231543E-1
1.133E-2	1.34545E-3	1.230058E-1	1.040592E-3	-1.231538E-1
1.134E-2	1.34668E-3	1.230063E-1	1.03936E-3	-1.231533E-1
1.135E-2	1.34791E-3	1.230068E-1	1.038129E-3	-1.231528E-1
1.136E-2	1.349141E-3	1.230073E-1	1.036897E-3	-1.231523E-1
1.13759E-2	1.351088E-3	1.219906E-1	1.034945E-3	-1.223709E-1
1.13918E-2	1.35302E-3	1.209724E-1	1.033006E-3	-1.215909E-1
1.14077E-2	1.354935E-3	1.199528E-1	1.031079E-3	-1.208124E-1
1.14236E-2	1.356834E-3	1.189318E-1	1.029164E-3	-1.200353E-1
1.14395E-2	1.358717E-3	1.179093E-1	1.027261E-3	-1.192596E-1
1.14554E-2	1.360584E-3	1.168855E-1	1.025371E-3	-1.184854E-1
1.14713E-2	1.362434E-3	1.158602E-1	1.023494E-3	-1.177126E-1
1.14872E-2	1.364268E-3	1.148335E-1	1.021628E-3	-1.169413E-1
1.15031E-2	1.366086E-3	1.138055E-1	1.019775E-3	-1.161713E-1
1.1519E-2	1.367887E-3	1.127761E-1	1.017934E-3	-1.154027E-1
1.15349E-2	1.369672E-3	1.117453E-1	1.016105E-3	-1.146355E-1
1.15508E-2	1.371441E-3	1.107132E-1	1.014288E-3	-1.138696E-1
1.15667E-2	1.373193E-3	1.096798E-1	1.012484E-3	-1.131052E-1
1.15826E-2	1.374929E-3	1.086451E-1	1.010692E-3	-1.123421E-1
1.15985E-2	1.376648E-3	1.07609E-1	1.008911E-3	-1.115803E-1
1.16144E-2	1.37835E-3	1.065717E-1	1.007143E-3	-1.108199E-1
1.16303E-2	1.380037E-3	1.055331E-1	1.005387E-3	-1.100607E-1
1.16462E-2	1.381706E-3	1.044932E-1	1.003643E-3	-1.09303E-1
1.16621E-2	1.38336E-3	1.034521E-1	1.001912E-3	-1.085465E-1
1.1678E-2	1.384996E-3	1.024098E-1	1.000192E-3	-1.077913E-1
1.16939E-2	1.386616E-3	1.013662E-1	9.984838E-4	-1.070374E-1
1.17098E-2	1.38822E-3	1.003214E-1	9.967879E-4	-1.062848E-1
1.17257E-2	1.389806E-3	9.927536E-2	9.951039E-4	-1.055335E-1
1.17416E-2	1.391377E-3	9.822817E-2	9.934319E-4	-1.047834E-1
1.17575E-2	1.39293E-3	9.71798E-2	9.917718E-4	-1.040346E-1
1.17734E-2	1.394467E-3	9.613026E-2	9.901236E-4	-1.032871E-1
1.17893E-2	1.395987E-3	9.507958E-2	9.884873E-4	-1.025407E-1
1.18052E-2	1.39749E-3	9.402775E-2	9.868628E-4	-1.017956E-1
1.18211E-2	1.398977E-3	9.29748E-2	9.852501E-4	-1.010518E-1
1.1837E-2	1.400447E-3	9.192073E-2	9.836493E-4	-1.003091E-1
1.18529E-2	1.4019E-3	9.086556E-2	9.820603E-4	-9.956763E-2
1.18688E-2	1.403337E-3	8.980931E-2	9.804831E-4	-9.882736E-2
1.18847E-2	1.404756E-3	8.875197E-2	9.789176E-4	-9.808827E-2
1.19006E-2	1.406159E-3	8.769358E-2	9.773639E-4	-9.735036E-2
1.19165E-2	1.407545E-3	8.663413E-2	9.758218E-4	-9.661362E-2
1.19324E-2	1.408914E-3	8.557365E-2	9.742915E-4	-9.587803E-2
1.19483E-2	1.410266E-3	8.451213E-2	9.727729E-4	-9.514359E-2
1.19642E-2	1.411601E-3	8.344961E-2	9.71266E-4	-9.441029E-2
1.19801E-2	1.41292E-3	8.238609E-2	9.697707E-4	-9.367812E-2
1.1996E-2	1.414221E-3	8.132158E-2	9.68287E-4	-9.294708E-2
1.20119E-2	1.415506E-3	8.025609E-2	9.668149E-4	-9.221715E-2
1.20278E-2	1.416773E-3	7.918965E-2	9.653545E-4	-9.148832E-2
1.20437E-2	1.418024E-3	7.812225E-2	9.639056E-4	-9.076059E-2
1.20596E-2	1.419258E-3	7.705392E-2	9.624683E-4	-9.003395E-2
1.20755E-2	1.420474E-3	7.598467E-2	9.610425E-4	-8.930838E-2
1.20914E-2	1.421674E-3	7.49145E-2	9.596283E-4	-8.858389E-2
1.21073E-2	1.422857E-3	7.384344E-2	9.582255E-4	-8.786045E-2
1.21232E-2	1.424022E-3	7.277149E-2	9.568343E-4	-8.713807E-2
1.21391E-2	1.425171E-3	7.169868E-2	9.554546E-4	-8.641673E-2
1.2155E-2	1.426302E-3	7.0625E-2	9.540863E-4	-8.569643E-2
1.21709E-2	1.427417E-3	6.955047E-2	9.527294E-4	-8.497716E-2
1.21868E-2	1.428514E-3	6.847512E-2	9.51384E-4	-8.42589E-2
1.22027E-2	1.429594E-3	6.739894E-2	9.5005E-4	-8.354165E-2
1.22186E-2	1.430657E-3	6.632195E-2	9.487273E-4	-8.282541E-2
1.22345E-2	1.431703E-3	6.524417E-2	9.474161E-4	-8.211015E-2
1.22504E-2	1.432732E-3	6.416561E-2	9.461162E-4	-8.139588E-2
1.22663E-2	1.433744E-3	6.308628E-2	9.448277E-4	-8.068259E-2
1.22822E-2	1.434738E-3	6.200619E-2	9.435505E-4	-7.997026E-2
1.22981E-2	1.435715E-3	6.092537E-2	9.422847E-4	-7.925889E-2
1.2314E-2	1.436675E-3	5.984381E-2	9.410301E-4	-7.854847E-2
1.23299E-2	1.437618E-3	5.876153E-2	9.397868E-4	-7.783899E-2
1.23458E-2	1.438544E-3	5.767855E-2	9.385548E-4	-7.713044E-2
1.23617E-2	1.439453E-3	5.659488E-2	9.373341E-4	-7.642281E-2
1.23776E-2	1.440344E-3	5.551053E-2	9.361246E-4	-7.571611E-2
1.23935E-2	1.441218E-3	5.442552E-2	9.349263E-4	-7.501031E-2
1.24094E-2	1.442074E-3	5.333985E-2	9.337392E-4	-7.43054E-2
1.24253E-2	1.442914E-3	5.225354E-2	9.325634E-4	-7.360139E-2
1.24412E-2	1.443736E-3	5.116661E-2	9.313987E-4	-7.289826E-2
1.24571E-2	1.444541E-3	5.007907E-2	9.302452E-4	-7.2196E-2
1.2473E-2	1.445329E-3	4.899092E-2	9.291029E-4	-7.149461E-2
1.24889E-2	1.446099E-3	4.790219E-2	9.279717E-4	-7.079408E-2
1.25048E-2	1.446852E-3	4.681289E-2	9.268516E-4	-7.009439E-2
1.25207E-2	1.447588E-3	4.572302E-2	9.257427E-4	-6.939554E-2
1.25366E-2	1.448306E-3	4.463261E-2	9.246448E-4	-6.869752E-2
1.25525E-2	1.449007E-3	4.354166E-2	9.235581E-4	-6.800033E-2
1.25684E-2	1.449691E-3	4.245019E-2	9.224824E-4	-6.730395E-2
1.25843E-2	1.450357E-3	4.135821E-2	9.214178E-4	-6.660838E-2
1.26002E-2	1.451006E-3	4.026574E-2	9.203642E-4	-6.59136E-2
1.26161E-2	1.451637E-3	3.917278E-2	9.193217E-4	-6.521962E-2
1.2632E-2	1.452251E-3	3.807936E-2	9.182903E-4	-6.452642E-2
1.26479E-2	1.452848E-3	3.698547E-2	9.172698E-4	-6.383399E-2
1.26638E-2	1.453428E-3	3.589115E-2	9.162603E-4	-6.314232E-2
1.26797E-2	1.45399E-3	3.479639E-2	9.152619E-4	-6.245141E-2
1.26956E-2	1.454534E-3	3.370122E-2	9.142744E-4	-6.176125E-2
1.27115E-2	1.455061E-3	3.260565E-2	9.132979E-4	-6.107183E-2
1.27274E-2	1.455571E-3	3.150968E-2	9.123323E-4	-6.038314E-2
1.27433E-2	1.456063E-3	3.041334E-2	9.113777E-4	-5.969517E-2
1.27592E-2	1.456538E-3	2.931663E-2	9.10434E-4	-5.900792E-2
1.27751E-2	1.456995E-3	2.821957E-2	9.095012E-4	-5.832137E-2
1.2791E-2	1.457435E-3	2.712218E-2	9.085794E-4	-5.763553E-2
1.28069E-2	1.457858E-3	2.602445E-2	9.076684E-4	-5.695037E-2
1.28228E-2	1.458263E-3	2.492642E-2	9.067683E-4	-5.62659E-2
1.28387E-2	1.458651E-3	2.382809E-2	9.058791E-4	-5.55821E-2
1.28546E-2	1.459021E-3	2.272947E-2	9.050008E-4	-5.489896E-2
1.28705E-2	1.459373E-3	2.163058E-2	9.041333E-4	-5.421649E-2
1.28864E-2	1.459709E-3	2.053144E-2	9.032767E-4	-5.353466E-2
1.29023E-2	1.460026E-3	1.943204E-2	9.024309E-4	-5.285347E-2
1.29182E-2	1.460327E-3	1.833242E-2	9.01596E-4	-5.217292E-2
1.29341E-2	1.460609E-3	1.723257E-2	9.007718E-4	-5.149299E-2
1.295E-2	1.460875E-3	1.613252E-2	8.999585E-4	-5.081368E-2
1.296E-2	1.461036E-3	1.6133E-2	8.994504E-4	-5.081319E-2
1.297E-2	1.461197E-3	1.613349E-2	8.989422E-4	-5.081269E-2
1.298E-2	1.461359E-3	1.613398E-2	8.984341E-4	-5.081219E-2
1.299E-2	1.46152E-3	1.613447E-2	8.97926E-4	-5.081169E-2
1.3E-2	1.461681E-3	1.613495E-2	8.974179E-4	-5.08112E-2
1.301E-2	1.461843E-3	1.613544E-2	8.969098E-4	-5.08107E-2
1.302E-2	1.462004E-3	1.613593E-2	8.964017E-4	-5.08102E-2
1.303E-2	1.462165E-3	1.613642E-2	8.958936E-4	-5.080971E-2
1.304E-2	1.462327E-3	1.613691E-2	8.953855E-4	-5.080921E-2
1.305E-2	1.462488E-3	1.613739E-2	8.948774E-4	-5.080871E-2
1.306E-2	1.462649E-3	1.613788E-2	8.943693E-4	-5.080821E-2
1.307E-2	1.462811E-3	1.613837E-2	8.938612E-4	-5.080771E-2
1.308E-2	1.462972E-3	1.613886E-2	8.933531E-4	-5.080722E-2
1.309E-2	1.463134E-3	1.613935E-2	8.928451E-4	-5.080672E-2
1.31E-2	1.463295E-3	1.613983E-2	8.92337E-4	-5.080622E-2
1.311E-2	1.463456E-3	1.614032E-2	8.91829E-4	-5.080572E-2
1.312E-2	1.463618E-3	1.614081E-2	8.913209E-4	-5.080522E-2
1.313E-2	1.463779E-3	1.61413E-2	8.908128E-4	-5.080473E-2
1.314E-2	1.463941E-3	1.614179E-2	8.903048E-4	-5.080423E-2
1.315E-2	1.464102E-3	1.614228E-2	8.897968E-4	-5.080373E-2
1.316E-2	1.464263E-3	1.614277E-2	8.892887E-4	-5.080323E-2
1.317E-2	1.464425E-3	1.614325E-2	8.887807E-4	-5.080273E-2
1.318E-2	1.464586E-3	1.614374E-2	8.882727E-4	-5.080223E-2
1.319E-2	1.464748E-3	1.614423E-2	8.877647E-4	-5.080173E-2
1.32E-2	1.464909E-3	1.614472E-2	8.872566E-4	-5.080124E-2
1.321E-2	1.465071E-3	1.614521E-2	8.867486E-4	-5.080074E-2
1.322E-2	1.465232E-3	1.61457E-2	8.862406E-4	-5.080024E-2
1.323E-2	1.465394E-3	1.614619E-2	8.857326E-4	-5.079974E-2
1.324E-2	1.465555E-3	1.614668E-2	8.852246E-4	-5.079924E-2
1.325E-2	1.465716E-3	1.614717E-2	8.847166E-4	-5.079874E-2
1.326E-2	1.465878E-3	1.614766E-2	8.842087E-4	-5.079824E-2
1.327E-2	1.466039E-3	1.614815E-2	8.837007E-4	-5.079774E-2
